Class,Spec,ItemName,Slot,Rank,Source,Website
warlock,destruction,Sparking Arcanite Ring,finger,3,Old Hillsbrad Foothills (HC),wowtbc.gg
warlock,destruction,Ring of the Fallen God,finger,4,Quest - The Savior of Kalimdor,wowtbc.gg
warlock,destruction,Ring of Recurrence,finger,5,Karazhan,wowtbc.gg
warlock,destruction,Violet Signet of the Archmage,finger,6,Rep - The Violet Eye - Exalted,wowtbc.gg
warlock,destruction,Band of the Inevitable,finger,7,Naxxramas,wowtbc.gg
warlock,destruction,Seal of the Exorcist,finger,8,Spirit Shards (50),wowtbc.gg
warlock,destruction,Ring of Cryptic Dreams,finger,9,Badge of Justice (25),wowtbc.gg
warlock,destruction,Scryer's Bloodgem,trinket,1,Rep - The Scryers - Revered,wowtbc.gg
warlock,destruction,Quagmirran's Eye,trinket,2,Slave Pens (HC),wowtbc.gg
warlock,destruction,Arcanist's Stone,trinket,3,Old Hillsbrad Foothills (HC),wowtbc.gg
warlock,destruction,Icon of the Silver Crescent,trinket,4,Badge of Justice (41),wowtbc.gg
warlock,destruction,Neltharion's Tear,trinket,5,Blackwing Lair,wowtbc.gg
warlock,destruction,Eye of Magtheridon,trinket,6,Magtheridon's Lair,wowtbc.gg
warlock,destruction,Starkiller's Bauble,trinket,7,Quest - The Horrors of Pollution,wowtbc.gg
warlock,destruction,The Restrained Essence of Sapphiron,trinket,8,Naxxramas,wowtbc.gg
warlock,destruction,Shiffar's Nexus-Horn,trinket,9,Arcatraz,wowtbc.gg
warlock,destruction,Talon of the Tempest,weapon,1,World Boss,wowtbc.gg
warlock,destruction,Bloodmaw Magus-Blade,weapon,2,Gruul's Lair,wowtbc.gg
warlock,destruction,Nathrezim Mindblade,weapon,3,Karazhan,wowtbc.gg
warlock,destruction,Gladiator's Spellblade,weapon,4,PvP,wowtbc.gg
warlock,destruction,Eternium Runed Blade,weapon,5,Blacksmithing,wowtbc.gg
warlock,destruction,Stormcaller,weapon,6,Rep - Thrallmar - Exalted (H),wowtbc.gg
warlock,destruction,Staff of Infinite Mysteries,weapon,7,Karazhan,wowtbc.gg
warlock,destruction,Blade of Wizardry,weapon,8,Auction House,wowtbc.gg
warlock,destruction,Jewel of Infinite Possibilities,off hand,1,Karazhan,wowtbc.gg
warlock,destruction,Lamp of Peaceful Radiance,off hand,2,Arcatraz,wowtbc.gg
warlock,destruction,Sapphiron's Left Eye,off hand,3,Naxxramas,wowtbc.gg
warlock,destruction,Khadgar's Knapsack,off hand,4,Badge of Justice (25),wowtbc.gg
warlock,destruction,Orb of the Soul-Eater,off hand,5,Badge of Justice (25),wowtbc.gg
warlock,destruction,Star-Heart Lamp,off hand,6,Black Morass,wowtbc.gg
warlock,destruction,Talisman of Nightbane,off hand,7,Karazhan,wowtbc.gg
warlock,destruction,Royal Scepter of Vek'lor,off hand,8,Ahn'Qiraj,wowtbc.gg
warlock,destruction,Tirisfal Wand of Ascendancy,ranged,1,Karazhan,wowtbc.gg
warlock,destruction,Nether Core's Control Rod,ranged,2,Arcatraz,wowtbc.gg
warlock,destruction,Eredar Wand of Obliteration,ranged,3,Magtheridon's Lair,wowtbc.gg
warlock,destruction,Wand of Fates,ranged,4,Naxxramas,wowtbc.gg
warlock,destruction,The Black Stalk,ranged,5,Underbog (HC),wowtbc.gg
warlock,destruction,Voidfire Wand,ranged,6,Mana-Tombs,wowtbc.gg
warlock,destruction,Doomfinger,ranged,7,Naxxramas,wowtbc.gg
warlock,destruction,Flawless Wand of Shadow Wrath,ranged,8,Auction House,wowtbc.gg
shaman,elemental,Helm of the Fallen Champion,head,1,Karazhan,wowtbc.gg
shaman,elemental,Storm Master's Helmet,head,2,Badge of Justice (50),wowtbc.gg
shaman,elemental,Gladiator's Mail Helm,head,3,PvP,wowtbc.gg
shaman,elemental,Incanter's Cowl,head,4,Mechanar,wowtbc.gg
shaman,elemental,Hood of Oblivion,head,5,Arcatraz,wowtbc.gg
shaman,elemental,Spellstrike Hood,head,6,Tailoring,wowtbc.gg
shaman,elemental,Exorcist's Mail Helm,head,7,Spirit Shards (18),wowtbc.gg
shaman,elemental,Tidefury Helm,head,8,Botanica,wowtbc.gg
shaman,elemental,Brooch of Unquenchable Fury,neck,1,Karazhan,wowtbc.gg
shaman,elemental,Adornment of Stolen Souls,neck,2,Karazhan,wowtbc.gg
shaman,elemental,Brooch of Heightened Potential,neck,3,Shadow Labyrinth,wowtbc.gg
shaman,elemental,Hydra-fang Necklace,neck,4,Underbog (HC),wowtbc.gg
shaman,elemental,Eye of the Night,neck,5,Jewelcrafting,wowtbc.gg
shaman,elemental,Torc of the Sethekk Prophet,neck,6,Quest - Brother Against Brother,wowtbc.gg
shaman,elemental,Natasha's Ember Necklace,neck,7,Quest - The Hound-Master,wowtbc.gg
shaman,elemental,Amulet of Vek'nilash,neck,8,Ahn'Qiraj,wowtbc.gg
shaman,elemental,Pauldrons of the Fallen Champion,shoulder,1,Gruul's Lair,wowtbc.gg
shaman,elemental,Gladiator's Mail Spaulders,shoulder,2,PvP,wowtbc.gg
shaman,elemental,Pauldrons of Wild Magic,shoulder,3,Slave Pens (HC),wowtbc.gg
shaman,elemental,Mana-Etched Spaulders,shoulder,4,Slave Pens (HC),wowtbc.gg
shaman,elemental,Spaulders of the Torn-heart,shoulder,5,Quest - The Cipher of Damnation - The Third Fragment Recovered,wowtbc.gg
shaman,elemental,Mantle of Three Terrors,shoulder,6,Black Morass,wowtbc.gg
shaman,elemental,Rime Covered Mantle,shoulder,7,Naxxramas,wowtbc.gg
shaman,elemental,Spaulders of Oblivion,shoulder,8,Shadow Labyrinth,wowtbc.gg
shaman,elemental,Ruby Drape of the Mysticant,back,1,Karazhan,wowtbc.gg
shaman,elemental,Ancient Spellcloak of the Highborne,back,2,World Boss,wowtbc.gg
shaman,elemental,Brute Cloak of the Ogre-Magi,back,3,Gruul's Lair,wowtbc.gg
shaman,elemental,Cloak of the Necropolis,back,4,Naxxramas,wowtbc.gg
shaman,elemental,Illidari Cloak of Nature's Wrath,back,5,Auction House,wowtbc.gg
shaman,elemental,Sethekk Oracle Cloak,back,6,Sethekk Halls,wowtbc.gg
shaman,elemental,Cloak of the Devoured,back,7,Ahn'Qiraj,wowtbc.gg
shaman,elemental,Shawl of Shifting Probabilities,back,8,Badge of Justice (25),wowtbc.gg
shaman,elemental,Robe of the Crimson Order,chest,1,Auction House,wowtbc.gg
shaman,elemental,Netherstrike Breastplate,chest,2,Leatherworking,wowtbc.gg
shaman,elemental,Auchenai Anchorite's Robe,chest,3,Quest - Everything Will Be Alright,wowtbc.gg
shaman,elemental,Chestguard of the Fallen Champion,chest,4,Magtheridon's Lair,wowtbc.gg
shaman,elemental,Will of Edward the Odd,chest,5,Auction House,wowtbc.gg
shaman,elemental,Gladiator's Mail Armor,chest,6,PvP,wowtbc.gg
shaman,elemental,Tidefury Chestpiece,chest,7,Arcatraz,wowtbc.gg
shaman,elemental,Warp Infused Drape,chest,8,Botanica,wowtbc.gg
shaman,elemental,Netherstrike Bracers,wrist,1,Leatherworking,wowtbc.gg
shaman,elemental,Crimson Bracers of Gloom,wrist,2,Ramparts (HC),wowtbc.gg
shaman,elemental,General's Mail Bracers,wrist,3,PvP,wowtbc.gg
shaman,elemental,Bracers of Havok,wrist,4,Tailoring,wowtbc.gg
shaman,elemental,World's End Bracers,wrist,5,The Blood Furnace (HC),wowtbc.gg
shaman,elemental,Bands of Nefarious Deeds,wrist,6,Karazhan,wowtbc.gg
shaman,elemental,Rockfury Bracers,wrist,7,Rep - Cenarion Circle - Revered,wowtbc.gg
shaman,elemental,Bands of Negation,wrist,8,Mana-Tombs (HC),wowtbc.gg
shaman,elemental,Anger-Spark Gloves,hands,1,World Boss,wowtbc.gg
shaman,elemental,Handwraps of Flowing Thought,hands,2,Karazhan,wowtbc.gg
shaman,elemental,Soul-Eater's Handwraps,hands,3,Magtheridon's Lair,wowtbc.gg
shaman,elemental,Gloves of the Fallen Champion,hands,4,Karazhan,wowtbc.gg
shaman,elemental,Gloves of the Deadwatcher,hands,5,Auchenai Crypts (HC),wowtbc.gg
shaman,elemental,Gloves of Pandemonium,hands,6,Auction House,wowtbc.gg
shaman,elemental,Gloves of Oblivion,hands,7,Shattered Halls,wowtbc.gg
shaman,elemental,Manaspark Gloves,hands,8,Underbog,wowtbc.gg
shaman,elemental,Girdle of Ruination,waist,1,Tailoring,wowtbc.gg
shaman,elemental,Girdle of Living Flame,waist,2,Underbog (HC),wowtbc.gg
shaman,elemental,Belt of Divine Inspiration,waist,3,Gruul's Lair,wowtbc.gg
shaman,elemental,Netherstrike Belt,waist,4,Leatherworking,wowtbc.gg
shaman,elemental,Belt of Depravity,waist,5,Arcatraz (HC),wowtbc.gg
shaman,elemental,Malefic Girdle,waist,6,Karazhan,wowtbc.gg
shaman,elemental,Glyph-Lined Sash,waist,7,Mana-Tombs (HC),wowtbc.gg
shaman,elemental,A'dal's Gift,waist,8,Quest - How to Break Into the Arcatraz,wowtbc.gg
shaman,elemental,Leggings of the Seventh Circle,legs,1,World Boss,wowtbc.gg
shaman,elemental,Spellstrike Pants,legs,2,Tailoring,wowtbc.gg
shaman,elemental,Leggings of the Fallen Champion,legs,3,Gruul's Lair,wowtbc.gg
shaman,elemental,Stormsong Kilt,legs,4,Underbog (HC),wowtbc.gg
shaman,elemental,Trial-Fire Trousers,legs,5,Karazhan,wowtbc.gg
shaman,elemental,Breeches of the Occultist,legs,6,Black Morass (HC),wowtbc.gg
shaman,elemental,Tempest Leggings,legs,7,Rep - The Mag'har - Revered (H),wowtbc.gg
shaman,elemental,Pantaloons of Flaming Wrath,legs,8,Shattered Halls (HC),wowtbc.gg
shaman,elemental,Windshear Boots,feet,1,Gruul's Lair,wowtbc.gg
shaman,elemental,Ruby Slippers,feet,2,Karazhan,wowtbc.gg
shaman,elemental,Boots of Foretelling,feet,3,Karazhan,wowtbc.gg
shaman,elemental,Extravagant Boots of Malice,feet,4,Mana-Tombs (HC),wowtbc.gg
shaman,elemental,Magma Plume Boots,feet,5,Auchenai Crypts (HC),wowtbc.gg
shaman,elemental,Sigil-Laced Boots,feet,6,Arcatraz,wowtbc.gg
shaman,elemental,General's Mail Sabatons,feet,7,PvP,wowtbc.gg
shaman,elemental,Shimmering Azure Boots,feet,8,Quest - Securing the Celestial Ridge,wowtbc.gg
shaman,elemental,Ring of Unrelenting Storms,finger,1,Karazhan,wowtbc.gg
shaman,elemental,Band of Crimson Fury,finger,2,Quest - The Fall of Magtheridon,wowtbc.gg
shaman,elemental,Ashyen's Gift,finger,3,Rep - Cenarion Expedition - Exalted,wowtbc.gg
shaman,elemental,Sparking Arcanite Ring,finger,4,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,elemental,Ring of Recurrence,finger,5,Karazhan,wowtbc.gg
shaman,elemental,Violet Signet of the Archmage,finger,6,Rep - The Violet Eye - Exalted,wowtbc.gg
shaman,elemental,Ring of the Fallen God,finger,7,Quest - The Savior of Kalimdor,wowtbc.gg
shaman,elemental,Band of the Inevitable,finger,8,Naxxramas,wowtbc.gg
shaman,elemental,Ring of Cryptic Dreams,finger,9,Badge of Justice (25),wowtbc.gg
shaman,elemental,The Lightning Capacitor,trinket,1,Karazhan,wowtbc.gg
shaman,elemental,Scryer's Bloodgem,trinket,2,Rep - The Scryers - Revered,wowtbc.gg
shaman,elemental,Quagmirran's Eye,trinket,3,Slave Pens (HC),wowtbc.gg
shaman,elemental,Icon of the Silver Crescent,trinket,4,Badge of Justice (41),wowtbc.gg
shaman,elemental,Eye of Magtheridon,trinket,5,Magtheridon's Lair,wowtbc.gg
shaman,elemental,Arcanist's Stone,trinket,6,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,elemental,Shiffar's Nexus-Horn,trinket,7,Arcatraz,wowtbc.gg
shaman,elemental,Xi'ri's Gift,trinket,8,Rep - The Sha'tar - Revered,wowtbc.gg
shaman,elemental,Vengeance of the Illidari,trinket,9,Quest - Cruel's Intentions/Overlord,wowtbc.gg
shaman,elemental,Talon of the Tempest,weapon,1,World Boss,wowtbc.gg
shaman,elemental,Nathrezim Mindblade,weapon,2,Karazhan,wowtbc.gg
shaman,elemental,Gladiator's Gavel,weapon,3,PvP,wowtbc.gg
shaman,elemental,Eternium Runed Blade,weapon,4,Blacksmithing,wowtbc.gg
shaman,elemental,Gavel of Unearthed Secrets,weapon,5,Rep - Lower City - Exalted,wowtbc.gg
shaman,elemental,Staff of Infinite Mysteries,weapon,6,Karazhan,wowtbc.gg
shaman,elemental,Terokk's Shadowstaff,weapon,7,Sethekk Halls (HC),wowtbc.gg
shaman,elemental,Starlight Dagger,weapon,8,Slave Pens (HC),wowtbc.gg
shaman,elemental,Jewel of Infinite Possibilities,off hand,1,Karazhan,wowtbc.gg
shaman,elemental,Lamp of Peaceful Radiance,off hand,2,Arcatraz,wowtbc.gg
shaman,elemental,Sapphiron's Left Eye,off hand,3,Naxxramas,wowtbc.gg
shaman,elemental,Khadgar's Knapsack,off hand,4,Badge of Justice (25),wowtbc.gg
shaman,elemental,Talisman of Nightbane,off hand,5,Karazhan,wowtbc.gg
shaman,elemental,Mazthoril Honor Shield,off hand,6,Badge of Justice (33),wowtbc.gg
shaman,elemental,Royal Scepter of Vek'lor,off hand,7,Ahn'Qiraj,wowtbc.gg
shaman,elemental,Star-Heart Lamp,off hand,8,Black Morass,wowtbc.gg
shaman,elemental,Totem of the Void,relic,1,Mechanar,wowtbc.gg
shaman,elemental,Totem of the Pulsing Earth,relic,2,Badge of Justice (15),wowtbc.gg
shaman,elemental,Totem of Lightning,relic,3,Quest - Colossal Menace,wowtbc.gg
shaman,enhancement,Mask of the Deceiver,head,1,Badge of Justice (50),wowtbc.gg
shaman,enhancement,Helm of the Claw,head,2,Quest - The Warlord's Hideout,wowtbc.gg
shaman,enhancement,Helm of the Fallen Champion,head,3,Karazhan,wowtbc.gg
shaman,enhancement,Wastewalker Helm,head,4,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,enhancement,Malefic Mask of the Shadows,head,5,Gruul's Lair,wowtbc.gg
shaman,enhancement,Gladiator's Linked Helm,head,6,PvP,wowtbc.gg
shaman,enhancement,Cowl of Defiance,head,7,Karazhan,wowtbc.gg
shaman,enhancement,Helm of Assassination,head,8,Arcatraz,wowtbc.gg
shaman,enhancement,Choker of Vile Intent,neck,1,Badge of Justice (25),wowtbc.gg
shaman,enhancement,Worgen Claw Necklace,neck,2,Karazhan,wowtbc.gg
shaman,enhancement,Necklace of Trophies,neck,3,Auction House,wowtbc.gg
shaman,enhancement,Mithril Chain of Heroism,neck,4,Karazhan,wowtbc.gg
shaman,enhancement,Haramad's Bargain,neck,5,Rep - The Consortium - Exalted,wowtbc.gg
shaman,enhancement,Natasha's Choker,neck,6,Quest - The Hound-Master,wowtbc.gg
shaman,enhancement,Bone Chain Necklace,neck,7,Underbog (HC),wowtbc.gg
shaman,enhancement,Traitor's Noose,neck,8,Slave Pens (HC),wowtbc.gg
shaman,enhancement,Bladed Shoulderpads of the Merciless,shoulder,1,Karazhan,wowtbc.gg
shaman,enhancement,Pauldrons of the Fallen Champion,shoulder,2,Gruul's Lair,wowtbc.gg
shaman,enhancement,Wastewalker Shoulderpads,shoulder,3,Auchenai Crypts (HC),wowtbc.gg
shaman,enhancement,Mantle of Perenolde,shoulder,4,Old Hillsbrad Foothills,wowtbc.gg
shaman,enhancement,Expedition Scout's Epaulets,shoulder,5,Quest - Fel Embers (A),wowtbc.gg
shaman,enhancement,Talbuk Hide Spaulders,shoulder,6,Rep - The Mag'har - Revered (H),wowtbc.gg
shaman,enhancement,Shoulderpads of Assassination,shoulder,7,Sethekk Halls,wowtbc.gg
shaman,enhancement,Gladiator's Linked Spaulders,shoulder,8,PvP,wowtbc.gg
shaman,enhancement,Black-Iron Battlecloak,back,1,World Boss,wowtbc.gg
shaman,enhancement,Vengeance Wrap,back,2,Tailoring,wowtbc.gg
shaman,enhancement,Drape of the Dark Reavers,back,3,Karazhan,wowtbc.gg
shaman,enhancement,Cloak of the Pit Stalker,back,4,Magtheridon's Lair,wowtbc.gg
shaman,enhancement,Auchenai Death Shroud,back,5,Auchenai Crypts (HC),wowtbc.gg
shaman,enhancement,Royal Cloak of Arathi Kings,back,6,Karazhan,wowtbc.gg
shaman,enhancement,Cloak of the Inciter,back,7,Shadow Labyrinth,wowtbc.gg
shaman,enhancement,Blood Knight War Cloak,back,8,Badge of Justice (25),wowtbc.gg
shaman,enhancement,Terrorweave Tunic,chest,1,World Boss,wowtbc.gg
shaman,enhancement,Primalstrike Vest,chest,2,Leatherworking,wowtbc.gg
shaman,enhancement,Ebon Netherscale Breastplate,chest,3,Leatherworking,wowtbc.gg
shaman,enhancement,Chestguard of the Conniver,chest,4,Karazhan,wowtbc.gg
shaman,enhancement,Chestguard of the Fallen Champion,chest,5,Magtheridon's Lair,wowtbc.gg
shaman,enhancement,Gladiator's Linked Armor,chest,6,PvP,wowtbc.gg
shaman,enhancement,Vest of Vengeance,chest,7,The Blood Furnace,wowtbc.gg
shaman,enhancement,Wastewalker Tunic,chest,8,The Blood Furnace (HC),wowtbc.gg
shaman,enhancement,Primalstrike Bracers,wrist,1,Leatherworking,wowtbc.gg
shaman,enhancement,Felstalker Bracers,wrist,2,Leatherworking,wowtbc.gg
shaman,enhancement,Bracers of Maliciousness,wrist,3,Karazhan,wowtbc.gg
shaman,enhancement,Ebon Netherscale Bracers,wrist,4,Leatherworking,wowtbc.gg
shaman,enhancement,Nightfall Wristguards,wrist,5,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,enhancement,Stalker's War Bands,wrist,6,Karazhan,wowtbc.gg
shaman,enhancement,Nightstalker's Wristguards,wrist,7,Quest - Down With Daellis,wowtbc.gg
shaman,enhancement,General's Chain Bracers,wrist,8,PvP,wowtbc.gg
shaman,enhancement,Liar's Tongue Gloves,hands,1,Magtheridon's Lair,wowtbc.gg
shaman,enhancement,Grips of Deftness,hands,2,Karazhan,wowtbc.gg
shaman,enhancement,Fel Leather Gloves,hands,3,Leatherworking,wowtbc.gg
shaman,enhancement,Windstrike Gloves,hands,4,Leatherworking,wowtbc.gg
shaman,enhancement,Gloves of Dexterous Manipulation,hands,5,Karazhan,wowtbc.gg
shaman,enhancement,Gloves of the Fallen Champion,hands,6,Karazhan,wowtbc.gg
shaman,enhancement,Gauntlets of the Dragonslayer,hands,7,Gruul's Lair,wowtbc.gg
shaman,enhancement,Flesh Handler's Gauntlets,hands,8,Quest - The Flesh Lies...,wowtbc.gg
shaman,enhancement,Gronn-Stitched Girdle,waist,1,Gruul's Lair,wowtbc.gg
shaman,enhancement,Girdle of the Deathdealer,waist,2,Black Morass (HC),wowtbc.gg
shaman,enhancement,Rune-Engraved Belt,waist,3,Quest - Fel Embers (A),wowtbc.gg
shaman,enhancement,Girdle of Treachery,waist,4,Karazhan,wowtbc.gg
shaman,enhancement,Ebon Netherscale Belt,waist,5,Leatherworking,wowtbc.gg
shaman,enhancement,Dunewind Sash,waist,6,Underbog (HC),wowtbc.gg
shaman,enhancement,Socrethar's Girdle,waist,7,Quest - Turning Point (Scryers),wowtbc.gg
shaman,enhancement,Girdle of the Prowler,waist,8,Karazhan,wowtbc.gg
shaman,enhancement,Skulker's Greaves,legs,1,Karazhan,wowtbc.gg
shaman,enhancement,Scaled Greaves of the Marksman,legs,2,World Boss,wowtbc.gg
shaman,enhancement,Clefthoof Hide Leggings,legs,3,Quest - Showdown,wowtbc.gg
shaman,enhancement,Midnight Legguards,legs,4,Slave Pens (HC),wowtbc.gg
shaman,enhancement,Fel Leather Leggings,legs,5,Leatherworking,wowtbc.gg
shaman,enhancement,Shattrath Leggings,legs,6,Quest - Special Delivery to Shattrath City,wowtbc.gg
shaman,enhancement,Forestwalker Kilt,legs,7,Mana Tombs (HC),wowtbc.gg
shaman,enhancement,Wyrmscale Greaves,legs,8,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,enhancement,Edgewalker Longboots,feet,1,Karazhan,wowtbc.gg
shaman,enhancement,Fel Leather Boots,feet,2,Leatherworking,wowtbc.gg
shaman,enhancement,Fiend Slayer Boots,feet,3,Karazhan,wowtbc.gg
shaman,enhancement,Ferocious Swift-Kickers,feet,4,Karazhan,wowtbc.gg
shaman,enhancement,Rapscallion Boots,feet,5,Karazhan,wowtbc.gg
shaman,enhancement,Zierhut's Lost Treads,feet,6,Karazhan,wowtbc.gg
shaman,enhancement,Boots of the Unjust,feet,7,Auchenai Crypts (HC),wowtbc.gg
shaman,enhancement,Felboar Hide Shoes,feet,8,Quest - The Cipher of Damnation - The Third Fragment Recovered,wowtbc.gg
shaman,enhancement,Ring of Reciprocity,finger,1,World Boss,wowtbc.gg
shaman,enhancement,Ring of a Thousand Marks,finger,2,Karazhan,wowtbc.gg
shaman,enhancement,Shaffar's Band of Brutality,finger,3,Mana-Tombs (HC),wowtbc.gg
shaman,enhancement,Violet Signet of the Master Assassin,finger,4,Rep - The Violet Eye - Exalted,wowtbc.gg
shaman,enhancement,Garona's Signet Ring,finger,5,Karazhan,wowtbc.gg
shaman,enhancement,Overseer's Signet,finger,6,Quest - Shutting Down Manaforge Ara (Aldor),wowtbc.gg
shaman,enhancement,Shapeshifter's Signet,finger,7,Rep - Lower City - Exalted,wowtbc.gg
shaman,enhancement,Band of Unnatural Forces,finger,8,Naxxramas,wowtbc.gg
shaman,enhancement,Mithril Band of the Unscarred,finger,9,Karazhan,wowtbc.gg
shaman,enhancement,Dragonspine Trophy,trinket,1,Gruul's Lair,wowtbc.gg
shaman,enhancement,Bloodlust Brooch,trinket,2,Badge of Justice (41),wowtbc.gg
shaman,enhancement,Slayer's Crest,trinket,3,Naxxramas,wowtbc.gg
shaman,enhancement,Abacus of Violent Odds,trinket,4,Mechanar,wowtbc.gg
shaman,enhancement,Romulo's Poison Vial,trinket,5,Karazhan,wowtbc.gg
shaman,enhancement,Bladefist's Breadth,trinket,6,Quest - Cruel's Intentions/Overlord,wowtbc.gg
shaman,enhancement,Icon of Unyielding Courage,trinket,7,Blood Furnace (HC),wowtbc.gg
shaman,enhancement,Core of Ar'kelos,trinket,8,Quest - Ar'kelos the Guardian,wowtbc.gg
shaman,enhancement,Kiss of the Spider,trinket,9,Naxxramas,wowtbc.gg
shaman,enhancement,Gladiator's Cleaver,weapon,1,PvP,wowtbc.gg
shaman,enhancement,The Decapitator,weapon,2,Karazhan,wowtbc.gg
shaman,enhancement,Fool's Bane,weapon,3,Karazhan,wowtbc.gg
shaman,enhancement,The Bladefist,weapon,4,Shattered Halls (HC),wowtbc.gg
shaman,enhancement,Demonblood Eviscerator,weapon,5,Shattered Halls,wowtbc.gg
shaman,enhancement,High Warlord's Cleaver,weapon,6,PvP,wowtbc.gg
shaman,enhancement,The Harvester of Souls,weapon,7,Auchenai Crypts (HC),wowtbc.gg
shaman,enhancement,Bloodskull Destroyer,weapon,8,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,enhancement,Gladiator's Cleaver,off hand,1,PvP,wowtbc.gg
shaman,enhancement,High Warlord's Cleaver,off hand,2,PvP,wowtbc.gg
shaman,enhancement,The Harvester of Souls,off hand,3,Auchenai Crypts (HC),wowtbc.gg
shaman,enhancement,Boggspine Knuckles,off hand,4,The Underbog (HC),wowtbc.gg
shaman,enhancement,Bloodskull Destroyer,off hand,5,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,enhancement,Totem of the Astral Winds,relic,1,Mana Tombs (HC),wowtbc.gg
shaman,enhancement,Totem of Impact,relic,2,15 Marks of Honor Hold / Thrallmar,wowtbc.gg
druid,feral dps,Wolfshead Helm,head,1,Leatherworking,wowtbc.gg
